0060c7b4-0e2e-4d32-9f84-b9ea28c61f25|2021|9|1
04bd1cac-6ee2-4d60-8c48-19d15644f55c|2021|9|1
05af6119-8517-4450-8830-8fd615263e0e|2021|9|1
05e622e7-bc2a-47f5-a61e-cd34dcf32bc5|2021|9|7
061d92b7-637d-4e58-b261-4e9239c626ce|2021|9|1
0eae9fd2-a44c-41e0-b8ec-9db21226fc23|2021|9|1
14ad0e32-7b64-43bb-abd1-108c2c42c819|2021|9|1
16df76b0-e3b9-41e3-b1b8-da828972ac0f|2021|9|94129
19ded65a-5eaa-4af6-8364-4388239475b3|2021|9|13
1b7d82bd-99fe-4b29-ba2c-689ddcd34170|2021|9|1
1d4d49c5-667c-45c0-9898-a0701eb37863|2021|9|7591
1e8a55c7-8a05-4213-9102-1d47f0cdb767|2021|9|1
20681207-3f1c-45cd-9efb-0640afb2ecc5|2021|9|227
22caebf9-deed-4580-8dac-e5b0b28b40de|2021|9|1
2d1a456e-f4bd-4e3d-b5c8-7658048db058|2021|9|954
2deb77d7-e8d8-4d21-a97f-c3a8557299b1|2021|9|33105
2e1f4d71-9651-4429-bec4-1fc8cd8efca7|2021|9|1
30a03081-f5b2-4595-85b4-a8bc97cfecdf|2021|9|103
311060a1-b7e6-46cd-b540-4f368dd8f5d3|2021|9|5
31925595-0d53-445d-a40a-538b1615a2b8|2021|9|18
34b45747-54b7-470e-95e2-5e84baf52792|2021|9|4550
35ada1b0-c6ca-4593-9e0f-ad7f11b9c91a|2021|9|8
369914e5-4389-40e6-a49f-30f1d109a326|2021|9|2194
38fbf7a6-d0dd-4308-88b7-32611f836098|2021|9|60
3a293269-27d1-4195-8a6d-03c72819a451|2021|9|2
3c586411-d599-4551-bb2b-8e3bc6b6387d|2021|9|5
3c5e3960-91e9-4d3a-8cdf-1486c505e3e2|2021|9|2
3d4dad32-3f6a-40b7-90d5-766c451f96d2|2021|9|5
3db18d0a-74ca-4064-b87d-4b4f41361fe0|2021|9|2
42f5de76-2df3-4ff0-a931-70e7372f82bc|2021|9|15
43bb1947-f4d4-412b-a380-f01adcecf20a|2021|9|138
4813429c-1ed9-480e-a91c-698a8b242328|2021|9|15
4874bc01-647c-4478-a44d-0e9aadc22e8a|2021|9|1
4d109817-4f9e-41de-891d-3497bdf475f1|2021|9|56
50eb81f7-12bf-4087-b3f5-b752026a6cb7|2021|9|4290
56b846df-75ba-4bb0-8584-6c685a59acd6|2021|9|793
58b4465e-e2b0-4e33-92e7-6996263550bc|2021|9|123
5c58083c-7cdf-4f20-92d2-8b23d1f5dec0|2021|9|1
63b5b34e-7e83-4a37-a236-881aeffaf148|2021|9|23
63efc974-5f45-48f9-8ac3-a693daaf300f|2021|9|623
6528aa3f-e66e-479b-a339-fd0bd83eb75f|2021|9|277
65dd9eb7-959a-478e-85cf-6b55496a1794|2021|9|29
6f486c8e-583d-443f-b98c-570753098d14|2021|9|62
7db5587d-3f45-49cd-bff7-cf826f09fa78|2021|9|1
7faae2c5-ec64-44ed-abbc-efa1272fc644|2021|9|1
873588ad-5643-4c1b-8aff-b38245b1387e|2021|9|622
88df9a1a-7d09-44fd-8517-a580b9906199|2021|9|44
8a409edb-111c-445d-886c-9d0546bf2bdd|2021|9|2
8b2b2227-a79f-45f5-88c4-d0d6ee87c2ea|2021|9|1
8cca711c-7770-4f61-a904-4fa9ce63a230|2021|9|12
93b56bc5-c98e-470d-ae66-46e98799064f|2021|9|1
96843aa5-963d-4ead-b8a9-5ce0735d6feb|2021|9|1
9e9d06f7-37c1-4986-a48a-809c9dd40cb1|2021|9|5
a0021d25-7e02-40d7-aff7-042b560b757c|2021|9|14
a1b50583-4358-4532-94bd-3aa21862eaab|2021|9|5732
a7e10c60-b035-42f1-b7c6-2c781e7dc1bf|2021|9|605
b0f24298-b5b4-43c9-855f-480705a0c83b|2021|9|1
b23d2890-7287-467a-8ada-4d02ca839f88|2021|9|9
b8f61b7a-9925-4b65-88f9-efc109ddd05f|2021|9|2
b92b9dee-d329-4ff5-9c01-4faa7d3be8c2|2021|9|5014
bab6d9b5-7259-44b9-8bf3-75f789d3a12d|2021|9|3
bb257787-10a2-4202-9e7c-9f0eaa0ac6e4|2021|9|1
be81f581-2f8d-4971-b86e-abff325268c9|2021|9|15
c0c956b3-a212-4976-a1fd-367fbcd3e754|2021|9|136
cb5065d6-c4ea-4a51-a2e0-7886932bbfa1|2021|9|2
ce487b18-6bfb-4e0b-ad6e-d0591f9acccf|2021|9|43
d2702b04-03fb-4c9a-a18d-cce1de8f6b49|2021|9|28
d6658b53-8dda-4458-91d7-ba9eafcdfb6e|2021|9|105
d88e635f-dadc-4522-8de2-dd7bdd38a0ad|2021|9|23
d8d105fe-e5c5-4d6b-925a-661f6fee449a|2021|9|567
d8df2651-ad67-4657-8722-1065097db616|2021|9|1719
dd73668c-9620-4610-993c-dae7a697f81f|2021|9|11
e067037e-a60d-46b5-9f1e-c66d153f57ee|2021|9|899
e78f9ce7-1e6f-46ef-a0c6-093eb0b939a7|2021|9|114
e8f38b2f-2950-43de-8b1a-bd600620c7a2|2021|9|624
f01a8a98-2fe5-4cf0-9eaf-f151ad8a68be|2021|9|20
f0c39d4b-4266-4d6f-a366-6cfafc002a44|2021|9|1
f3ebd345-161e-4279-8615-c4a99fee8a99|2021|9|147
f5a2eb39-3ee4-451b-b790-5b6480b26f33|2021|9|1
f84789ae-7eae-4002-ad1a-fb7b376f4075|2021|9|5289
ff488c2f-6cab-4ac0-8863-9cfd9c61f1bd|2021|9|1
